task_id,task_type,assigned_to,asset_type,location,priority,scheduled_time,start_time,completion_time,status,delay_reason,feedback_score,was_missed,expected_duration,actual_duration,technician_experience,asset_age,day_of_week,is_weekend,prev_misses_by_person,prev_misses_by_asset
TASK_00257,Cleaning,Tech_04,Generator,Lobby,Medium,2025-03-11 11:00:22.960462,,,Scheduled,,,False,164,,6,12,Tuesday,False,2,15
TASK_00258,HVAC Repair,Tech_02,Generator,Building B - Floor 1,High,2025-03-06 11:00:22.960462,2025-03-06 11:09:22.960462,2025-03-06 12:21:22.960462,Completed,,3.0,False,77,72.0,7,14,Thursday,False,4,6
TASK_00259,Inspection,Tech_04,Generator,Building A - Floor 2,Low,2025-03-09 11:00:22.960462,2025-03-09 11:27:22.960462,2025-03-09 12:53:22.960462,Completed,,4.0,False,91,86.0,6,15,Sunday,True,4,10
TASK_00260,Electrical,Tech_03,Generator,Warehouse,Medium,2025-01-27 11:00:22.960462,2025-01-27 11:27:22.960462,2025-01-27 14:33:22.960462,Completed,,3.0,False,175,186.0,7,15,Monday,False,2,6
TASK_00261,HVAC Repair,Tech_01,Fire Alarm,Lobby,High,2025-02-26 11:00:22.960462,2025-02-26 11:14:22.960462,,Missed,Late Assignment,,True,154,,7,14,Wednesday,False,7,3
TASK_00262,Cleaning,Tech_01,Light Fixture,Warehouse,High,2025-03-14 11:00:22.960462,2025-03-14 10:56:22.960462,2025-03-14 14:20:22.960462,Completed,,5.0,False,170,204.0,3,4,Friday,False,10,1
TASK_00263,Electrical,Tech_01,Fire Alarm,Building A - Floor 2,High,2025-03-14 11:00:22.960462,2025-03-14 10:56:22.960462,,Missed,Late Assignment,,True,60,,8,8,Friday,False,6,1
TASK_00264,Plumbing,Tech_04,Pump,Lobby,High,2025-02-05 11:00:22.960462,2025-02-05 11:12:22.960462,2025-02-05 12:15:22.960462,Completed,,4.0,False,48,63.0,8,9,Wednesday,False,5,1
TASK_00265,Plumbing,Tech_01,Generator,Warehouse,Medium,2025-02-09 11:00:22.960462,2025-02-09 11:24:22.960462,,Missed,Resource Unavailable,,True,158,,2,8,Sunday,True,10,5
TASK_00266,HVAC Repair,Tech_01,AC Unit,Building A - Floor 2,Medium,2025-03-18 11:00:22.960462,2025-03-18 11:27:22.960462,2025-03-18 14:49:22.960462,Completed,,4.0,False,164,202.0,2,7,Tuesday,False,1,12
TASK_00267,Plumbing,Tech_04,Light Fixture,Building A - Floor 2,High,2025-02-12 11:00:22.960462,2025-02-12 10:50:22.960462,,In Progress,,,False,122,,4,6,Wednesday,False,5,14
TASK_00268,Cleaning,Tech_03,AC Unit,Building A - Floor 2,High,2025-02-14 11:00:22.960462,2025-02-14 10:58:22.960462,2025-02-14 13:12:22.960462,Completed,,4.0,False,122,134.0,10,14,Friday,False,1,8
TASK_00269,Inspection,Tech_02,AC Unit,Lobby,Low,2025-02-03 11:00:22.960462,2025-02-03 11:23:22.960462,,Missed,Resource Unavailable,,True,84,,3,3,Monday,False,3,1
TASK_00270,Inspection,Tech_02,Pump,Warehouse,Medium,2025-02-09 11:00:22.960462,2025-02-09 10:59:22.960462,2025-02-09 13:51:22.960462,Completed,,5.0,False,133,172.0,5,1,Sunday,True,9,7
TASK_00271,Inspection,Tech_05,Light Fixture,Building A - Floor 1,High,2025-02-04 11:00:22.960462,2025-02-04 11:13:22.960462,2025-02-04 12:14:22.960462,Completed,,4.0,False,41,61.0,7,14,Tuesday,False,7,7
TASK_00272,Cleaning,Tech_04,Fire Alarm,Lobby,Low,2025-02-06 11:00:22.960462,2025-02-06 10:51:22.960462,,Missed,Resource Unavailable,,True,89,,1,10,Thursday,False,9,13
TASK_00273,Electrical,Tech_03,Pump,Lobby,Low,2025-03-06 11:00:22.960462,2025-03-06 11:09:22.960462,2025-03-06 12:12:22.960462,Completed,,3.0,False,38,63.0,2,8,Thursday,False,8,13
TASK_00274,HVAC Repair,Tech_04,Light Fixture,Building B - Floor 1,High,2025-02-27 11:00:22.960462,2025-02-27 11:25:22.960462,2025-02-27 14:18:22.960462,Completed,,5.0,False,160,173.0,2,8,Thursday,False,4,12
TASK_00275,Electrical,Tech_05,Fire Alarm,Building A - Floor 1,High,2025-03-11 11:00:22.960462,,,Scheduled,,,False,138,,9,10,Tuesday,False,0,5
TASK_00276,Electrical,Tech_05,Fire Alarm,Lobby,Low,2025-02-14 11:00:22.960462,2025-02-14 10:49:22.960462,,Missed,Resource Unavailable,,True,180,,7,12,Friday,False,2,7
TASK_00277,Inspection,Tech_05,Fire Alarm,Building A - Floor 2,Low,2025-02-15 11:00:22.960462,2025-02-15 11:14:22.960462,2025-02-15 13:24:22.960462,Completed,,4.0,False,137,130.0,1,11,Saturday,True,8,3
TASK_00278,HVAC Repair,Tech_04,Generator,Building A - Floor 1,High,2025-03-01 11:00:22.960462,2025-03-01 11:16:22.960462,,Missed,,,True,130,,4,7,Saturday,True,4,14
TASK_00279,Plumbing,Tech_01,AC Unit,Building A - Floor 1,High,2025-03-14 11:00:22.960462,2025-03-14 11:30:22.960462,2025-03-14 13:45:22.960462,Completed,,4.0,False,119,135.0,10,12,Friday,False,8,11
TASK_00280,Inspection,Tech_02,Fire Alarm,Building A - Floor 1,High,2025-02-23 11:00:22.960462,2025-02-23 11:16:22.960462,2025-02-23 13:48:22.960462,Completed,,3.0,False,146,152.0,8,9,Sunday,True,5,3
TASK_00281,Electrical,Tech_01,Pump,Building B - Floor 1,High,2025-01-28 11:00:22.960462,2025-01-28 10:59:22.960462,2025-01-28 14:11:22.960462,Completed,,4.0,False,177,192.0,5,12,Tuesday,False,7,5
TASK_00282,Electrical,Tech_02,Generator,Building A - Floor 1,High,2025-03-20 11:00:22.960462,,,Scheduled,,,False,72,,5,8,Thursday,False,10,3
TASK_00283,HVAC Repair,Tech_01,Generator,Building A - Floor 1,Low,2025-01-23 11:00:22.960462,2025-01-23 11:03:22.960462,,In Progress,,,False,98,,4,13,Thursday,False,7,8
TASK_00284,HVAC Repair,Tech_05,Pump,Lobby,Low,2025-03-14 11:00:22.960462,2025-03-14 11:14:22.960462,2025-03-14 13:08:22.960462,Completed,,5.0,False,81,114.0,6,12,Friday,False,6,2
TASK_00285,Plumbing,Tech_03,AC Unit,Building A - Floor 1,Medium,2025-01-25 11:00:22.960462,2025-01-25 10:53:22.960462,,Missed,Resource Unavailable,,True,49,,4,6,Saturday,True,2,15
TASK_00286,Plumbing,Tech_02,AC Unit,Warehouse,Low,2025-02-02 11:00:22.960462,2025-02-02 10:45:22.960462,2025-02-02 12:55:22.960462,Completed,,4.0,False,126,130.0,5,3,Sunday,True,4,8
TASK_00287,Cleaning,Tech_01,Generator,Building A - Floor 1,High,2025-02-25 11:00:22.960462,,,Scheduled,,,False,99,,8,11,Tuesday,False,3,14
TASK_00288,Inspection,Tech_02,Pump,Building A - Floor 1,Low,2025-03-19 11:00:22.960462,2025-03-19 11:11:22.960462,2025-03-19 13:29:22.960462,Completed,,5.0,False,125,138.0,7,3,Wednesday,False,3,9
TASK_00289,HVAC Repair,Tech_03,Light Fixture,Warehouse,High,2025-02-16 11:00:22.960462,2025-02-16 11:25:22.960462,,In Progress,,,False,71,,1,6,Sunday,True,10,9
TASK_00290,Inspection,Tech_02,Generator,Lobby,Low,2025-02-03 11:00:22.960462,,,Scheduled,,,False,89,,3,5,Monday,False,6,10
TASK_00291,Electrical,Tech_02,Generator,Building B - Floor 1,High,2025-02-01 11:00:22.960462,2025-02-01 10:59:22.960462,,Missed,Resource Unavailable,,True,123,,10,4,Saturday,True,3,4
TASK_00292,HVAC Repair,Tech_05,Generator,Building B - Floor 1,Low,2025-03-04 11:00:22.960462,2025-03-04 11:16:22.960462,2025-03-04 11:54:22.960462,Completed,,5.0,False,41,38.0,1,7,Tuesday,False,1,7
TASK_00293,Plumbing,Tech_03,Pump,Warehouse,Medium,2025-03-07 11:00:22.960462,2025-03-07 10:46:22.960462,2025-03-07 13:54:22.960462,Completed,,5.0,False,153,188.0,2,13,Friday,False,9,0
TASK_00294,Cleaning,Tech_02,AC Unit,Lobby,Low,2025-03-12 11:00:22.960462,2025-03-12 10:58:22.960462,2025-03-12 12:53:22.960462,Completed,,3.0,False,110,115.0,9,9,Wednesday,False,2,5
TASK_00295,HVAC Repair,Tech_01,AC Unit,Lobby,High,2025-01-21 11:00:22.960462,2025-01-21 10:54:22.960462,,In Progress,,,False,72,,2,13,Tuesday,False,5,8
TASK_00296,Inspection,Tech_04,Pump,Lobby,Medium,2025-01-25 11:00:22.960462,,,Scheduled,,,False,83,,9,12,Saturday,True,7,14
TASK_00297,Plumbing,Tech_04,Generator,Building B - Floor 1,Medium,2025-03-14 11:00:22.960462,2025-03-14 11:21:22.960462,2025-03-14 14:29:22.960462,Completed,,5.0,False,176,188.0,2,6,Friday,False,9,14
TASK_00298,HVAC Repair,Tech_05,Fire Alarm,Building A - Floor 2,High,2025-02-09 11:00:22.960462,2025-02-09 11:08:22.960462,,In Progress,,,False,101,,10,7,Sunday,True,2,6
TASK_00299,Inspection,Tech_03,AC Unit,Building A - Floor 2,High,2025-03-07 11:00:22.960462,,,Scheduled,,,False,92,,9,11,Friday,False,7,15
TASK_00300,Inspection,Tech_05,Pump,Building A - Floor 2,Low,2025-01-25 11:00:22.960462,,,Scheduled,,,False,154,,9,14,Saturday,True,7,7
TASK_00301,Cleaning,Tech_02,AC Unit,Building A - Floor 2,Medium,2025-02-01 11:00:22.960462,2025-02-01 11:20:22.960462,2025-02-01 13:06:22.960462,Completed,,4.0,False,70,106.0,10,13,Saturday,True,1,9
TASK_00302,Electrical,Tech_03,Fire Alarm,Warehouse,High,2025-03-10 11:00:22.960462,2025-03-10 10:50:22.960462,2025-03-10 14:22:22.960462,Completed,,3.0,False,177,212.0,8,9,Monday,False,10,0
TASK_00303,Inspection,Tech_03,Fire Alarm,Building B - Floor 1,Medium,2025-03-03 11:00:22.960462,2025-03-03 10:49:22.960462,,Missed,Access Denied,,True,102,,2,10,Monday,False,9,7
TASK_00304,Electrical,Tech_04,Fire Alarm,Warehouse,Medium,2025-02-08 11:00:22.960462,2025-02-08 10:57:22.960462,2025-02-08 13:20:22.960462,Completed,,3.0,False,145,143.0,7,7,Saturday,True,1,12
TASK_00305,Cleaning,Tech_04,AC Unit,Building A - Floor 2,High,2025-02-16 11:00:22.960462,,,Scheduled,,,False,178,,6,12,Sunday,True,9,9
TASK_00306,Inspection,Tech_02,Generator,Building A - Floor 2,High,2025-02-20 11:00:22.960462,2025-02-20 11:08:22.960462,,In Progress,,,False,42,,7,2,Thursday,False,7,15
TASK_00307,Cleaning,Tech_05,Light Fixture,Building B - Floor 1,Medium,2025-02-28 11:00:22.960462,2025-02-28 11:21:22.960462,2025-02-28 12:46:22.960462,Completed,,5.0,False,46,85.0,6,3,Friday,False,9,4
TASK_00308,Electrical,Tech_04,Generator,Lobby,Low,2025-03-13 11:00:22.960462,2025-03-13 11:28:22.960462,,Missed,,,True,90,,6,12,Thursday,False,1,0
TASK_00309,Plumbing,Tech_03,AC Unit,Building B - Floor 1,Low,2025-02-23 11:00:22.960462,2025-02-23 11:00:22.960462,2025-02-23 11:56:22.960462,Completed,,5.0,False,38,56.0,6,8,Sunday,True,4,7
TASK_00310,Electrical,Tech_02,Generator,Warehouse,High,2025-02-17 11:00:22.960462,2025-02-17 11:24:22.960462,,Missed,Resource Unavailable,,True,63,,1,10,Monday,False,5,6
TASK_00311,HVAC Repair,Tech_04,Light Fixture,Warehouse,Medium,2025-01-24 11:00:22.960462,2025-01-24 11:03:22.960462,2025-01-24 12:58:22.960462,Completed,,3.0,False,106,115.0,8,13,Friday,False,6,10
TASK_00312,Plumbing,Tech_01,Pump,Building B - Floor 1,High,2025-02-09 11:00:22.960462,2025-02-09 11:17:22.960462,2025-02-09 13:46:22.960462,Completed,,3.0,False,145,149.0,3,15,Sunday,True,6,9
TASK_00313,Plumbing,Tech_05,Pump,Building A - Floor 1,Low,2025-01-29 11:00:22.960462,,,Scheduled,,,False,119,,9,1,Wednesday,False,0,4
TASK_00314,Cleaning,Tech_02,Fire Alarm,Building A - Floor 1,Low,2025-01-22 11:00:22.960462,2025-01-22 11:13:22.960462,,Missed,Access Denied,,True,82,,2,10,Wednesday,False,7,7
TASK_00315,Electrical,Tech_02,Light Fixture,Building A - Floor 1,Low,2025-03-04 11:00:22.960462,2025-03-04 11:07:22.960462,,Missed,,,True,134,,3,11,Tuesday,False,6,9
TASK_00316,Cleaning,Tech_04,Generator,Building A - Floor 2,Medium,2025-02-07 11:00:22.960462,2025-02-07 11:00:22.960462,,Missed,Weather Delay,,True,178,,3,15,Friday,False,10,3
TASK_00317,Cleaning,Tech_03,Fire Alarm,Building A - Floor 1,Medium,2025-01-23 11:00:22.960462,,,Scheduled,,,False,44,,3,15,Thursday,False,9,5
TASK_00318,Electrical,Tech_03,Generator,Warehouse,High,2025-02-26 11:00:22.960462,2025-02-26 10:52:22.960462,2025-02-26 12:18:22.960462,Completed,,4.0,False,72,86.0,4,11,Wednesday,False,7,6
TASK_00319,Inspection,Tech_04,Light Fixture,Building A - Floor 2,Low,2025-02-23 11:00:22.960462,2025-02-23 11:10:22.960462,2025-02-23 12:37:22.960462,Completed,,5.0,False,85,87.0,5,3,Sunday,True,6,3
TASK_00320,Plumbing,Tech_03,Generator,Lobby,Low,2025-02-20 11:00:22.960462,2025-02-20 10:50:22.960462,2025-02-20 13:09:22.960462,Completed,,3.0,False,104,139.0,5,2,Thursday,False,8,0
TASK_00321,Inspection,Tech_02,Fire Alarm,Building B - Floor 1,Low,2025-02-09 11:00:22.960462,,,Scheduled,,,False,96,,10,3,Sunday,True,0,15
TASK_00322,Cleaning,Tech_02,Generator,Warehouse,High,2025-03-09 11:00:22.960462,2025-03-09 10:47:22.960462,,In Progress,,,False,76,,8,10,Sunday,True,8,3
TASK_00323,Plumbing,Tech_03,Generator,Warehouse,Medium,2025-02-18 11:00:22.960462,2025-02-18 11:06:22.960462,2025-02-18 12:33:22.960462,Completed,,4.0,False,77,87.0,5,11,Tuesday,False,4,1
TASK_00324,HVAC Repair,Tech_01,Pump,Building B - Floor 1,High,2025-02-04 11:00:22.960462,2025-02-04 11:22:22.960462,,Missed,Resource Unavailable,,True,169,,4,7,Tuesday,False,7,9
TASK_00325,Inspection,Tech_05,Pump,Building A - Floor 2,Medium,2025-01-28 11:00:22.960462,2025-01-28 11:19:22.960462,2025-01-28 13:22:22.960462,Completed,,3.0,False,113,123.0,4,7,Tuesday,False,8,10
TASK_00326,Inspection,Tech_02,Light Fixture,Building B - Floor 1,Medium,2025-01-26 11:00:22.960462,2025-01-26 11:28:22.960462,2025-01-26 13:36:22.960462,Completed,,4.0,False,120,128.0,6,11,Sunday,True,5,6
TASK_00327,Plumbing,Tech_03,Fire Alarm,Lobby,Low,2025-03-17 11:00:22.960462,2025-03-17 11:06:22.960462,2025-03-17 13:32:22.960462,Completed,,4.0,False,117,146.0,6,9,Monday,False,5,14
TASK_00328,Electrical,Tech_01,Fire Alarm,Lobby,High,2025-03-20 11:00:22.960462,2025-03-20 11:18:22.960462,2025-03-20 13:09:22.960462,Completed,,5.0,False,112,111.0,2,4,Thursday,False,10,1
TASK_00329,Plumbing,Tech_01,AC Unit,Warehouse,Medium,2025-01-24 11:00:22.960462,2025-01-24 10:56:22.960462,2025-01-24 13:28:22.960462,Completed,,4.0,False,124,152.0,8,5,Friday,False,5,1
TASK_00330,Electrical,Tech_03,Generator,Warehouse,Medium,2025-02-17 11:00:22.960462,2025-02-17 10:53:22.960462,2025-02-17 12:47:22.960462,Completed,,4.0,False,95,114.0,7,12,Monday,False,8,14
TASK_00331,HVAC Repair,Tech_04,Fire Alarm,Building A - Floor 1,High,2025-02-13 11:00:22.960462,2025-02-13 11:08:22.960462,2025-02-13 12:56:22.960462,Completed,,5.0,False,80,108.0,4,4,Thursday,False,8,2
TASK_00332,Cleaning,Tech_02,AC Unit,Building A - Floor 1,Low,2025-03-15 11:00:22.960462,,,Scheduled,,,False,49,,1,1,Saturday,True,1,5
TASK_00333,Plumbing,Tech_04,Light Fixture,Warehouse,High,2025-03-02 11:00:22.960462,,,Scheduled,,,False,95,,8,5,Sunday,True,10,14
TASK_00334,Plumbing,Tech_01,Light Fixture,Building A - Floor 2,Low,2025-02-08 11:00:22.960462,,,Scheduled,,,False,75,,8,11,Saturday,True,3,7
TASK_00335,Inspection,Tech_03,Light Fixture,Building A - Floor 2,High,2025-03-19 11:00:22.960462,2025-03-19 11:15:22.960462,,Missed,Access Denied,,True,50,,2,10,Wednesday,False,8,7
TASK_00336,Inspection,Tech_03,Pump,Building A - Floor 2,Medium,2025-02-18 11:00:22.960462,,,Scheduled,,,False,85,,1,13,Tuesday,False,9,1
TASK_00337,Inspection,Tech_01,Pump,Lobby,High,2025-02-12 11:00:22.960462,2025-02-12 11:12:22.960462,,Missed,Access Denied,,True,69,,8,11,Wednesday,False,2,10
TASK_00338,Cleaning,Tech_01,Fire Alarm,Building B - Floor 1,Low,2025-02-08 11:00:22.960462,,,Scheduled,,,False,141,,10,5,Saturday,True,10,0
TASK_00339,Cleaning,Tech_02,Fire Alarm,Building A - Floor 1,Medium,2025-01-24 11:00:22.960462,2025-01-24 11:00:22.960462,,Missed,Late Assignment,,True,60,,2,5,Friday,False,8,0
TASK_00340,Electrical,Tech_04,AC Unit,Warehouse,Low,2025-01-31 11:00:22.960462,2025-01-31 11:16:22.960462,,In Progress,,,False,115,,1,2,Friday,False,3,6
TASK_00341,Electrical,Tech_04,Generator,Building A - Floor 2,Low,2025-02-07 11:00:22.960462,2025-02-07 11:12:22.960462,2025-02-07 12:31:22.960462,Completed,,3.0,False,78,79.0,5,15,Friday,False,4,3
TASK_00342,Cleaning,Tech_05,AC Unit,Building A - Floor 1,Medium,2025-02-09 11:00:22.960462,2025-02-09 11:14:22.960462,2025-02-09 13:37:22.960462,Completed,,5.0,False,132,143.0,2,12,Sunday,True,10,0
TASK_00343,Plumbing,Tech_03,Generator,Building A - Floor 2,High,2025-02-27 11:00:22.960462,,,Scheduled,,,False,160,,7,15,Thursday,False,9,9
TASK_00344,Cleaning,Tech_04,Fire Alarm,Warehouse,High,2025-02-13 11:00:22.960462,,,Scheduled,,,False,55,,4,11,Thursday,False,5,12
TASK_00345,HVAC Repair,Tech_03,AC Unit,Building A - Floor 2,Low,2025-03-20 11:00:22.960462,2025-03-20 10:55:22.960462,,In Progress,,,False,50,,9,6,Thursday,False,5,9
TASK_00346,Electrical,Tech_04,Fire Alarm,Building A - Floor 2,Medium,2025-02-09 11:00:22.960462,,,Scheduled,,,False,104,,10,7,Sunday,True,0,0
TASK_00347,Electrical,Tech_01,Light Fixture,Lobby,Medium,2025-01-21 11:00:22.960462,2025-01-21 10:51:22.960462,2025-01-21 13:55:22.960462,Completed,,4.0,False,155,184.0,7,13,Tuesday,False,10,11
TASK_00348,Inspection,Tech_03,Light Fixture,Warehouse,Medium,2025-03-11 11:00:22.960462,2025-03-11 11:28:22.960462,2025-03-11 12:45:22.960462,Completed,,5.0,False,60,77.0,3,8,Tuesday,False,4,9
TASK_00349,HVAC Repair,Tech_03,Generator,Lobby,High,2025-03-16 11:00:22.960462,2025-03-16 11:01:22.960462,2025-03-16 13:39:22.960462,Completed,,4.0,False,118,158.0,10,13,Sunday,True,4,7
TASK_00350,Cleaning,Tech_03,Light Fixture,Lobby,High,2025-02-04 11:00:22.960462,2025-02-04 11:27:22.960462,2025-02-04 14:52:22.960462,Completed,,5.0,False,176,205.0,9,13,Tuesday,False,10,0
TASK_00351,HVAC Repair,Tech_01,AC Unit,Building A - Floor 2,High,2025-02-18 11:00:22.960462,2025-02-18 10:58:22.960462,2025-02-18 13:28:22.960462,Completed,,5.0,False,119,150.0,9,4,Tuesday,False,8,11
TASK_00352,Cleaning,Tech_02,AC Unit,Lobby,Low,2025-02-23 11:00:22.960462,2025-02-23 10:56:22.960462,2025-02-23 13:11:22.960462,Completed,,4.0,False,101,135.0,9,11,Sunday,True,9,5
TASK_00353,Plumbing,Tech_04,Light Fixture,Building A - Floor 1,Low,2025-01-21 11:00:22.960462,2025-01-21 10:54:22.960462,2025-01-21 11:35:22.960462,Completed,,3.0,False,49,41.0,3,13,Tuesday,False,4,12
TASK_00354,Cleaning,Tech_03,Pump,Lobby,Low,2025-02-08 11:00:22.960462,,,Scheduled,,,False,87,,7,14,Saturday,True,8,15
TASK_00355,Cleaning,Tech_05,AC Unit,Building B - Floor 1,Medium,2025-02-18 11:00:22.960462,2025-02-18 11:03:22.960462,2025-02-18 12:27:22.960462,Completed,,5.0,False,49,84.0,1,9,Tuesday,False,9,4
TASK_00356,Cleaning,Tech_03,Pump,Lobby,Medium,2025-01-25 11:00:22.960462,2025-01-25 11:14:22.960462,2025-01-25 13:24:22.960462,Completed,,3.0,False,106,130.0,4,2,Saturday,True,5,14
TASK_00357,Electrical,Tech_03,Light Fixture,Building A - Floor 2,Medium,2025-02-22 11:00:22.960462,2025-02-22 11:14:22.960462,2025-02-22 11:39:22.960462,Completed,,4.0,False,34,25.0,7,14,Saturday,True,5,7
TASK_00358,Inspection,Tech_04,Fire Alarm,Building A - Floor 1,High,2025-01-26 11:00:22.960462,2025-01-26 10:49:22.960462,,Missed,Weather Delay,,True,115,,8,3,Sunday,True,10,9
TASK_00359,HVAC Repair,Tech_01,Light Fixture,Building A - Floor 2,Medium,2025-02-21 11:00:22.960462,2025-02-21 10:52:22.960462,,Missed,,,True,140,,5,11,Friday,False,9,10
TASK_00360,HVAC Repair,Tech_03,Generator,Lobby,Medium,2025-03-15 11:00:22.960462,2025-03-15 10:51:22.960462,,Missed,Weather Delay,,True,30,,8,15,Saturday,True,2,11
TASK_00361,Cleaning,Tech_03,AC Unit,Lobby,Medium,2025-03-04 11:00:22.960462,2025-03-04 11:04:22.960462,,Missed,Weather Delay,,True,55,,8,10,Tuesday,False,4,15
TASK_00362,HVAC Repair,Tech_05,Fire Alarm,Lobby,Medium,2025-02-12 11:00:22.960462,2025-02-12 11:27:22.960462,,In Progress,,,False,105,,5,3,Wednesday,False,6,14
TASK_00363,Plumbing,Tech_05,Light Fixture,Lobby,Low,2025-01-28 11:00:22.960462,2025-01-28 11:21:22.960462,2025-01-28 14:05:22.960462,Completed,,4.0,False,163,164.0,5,2,Tuesday,False,2,14
TASK_00364,Electrical,Tech_02,Pump,Building A - Floor 1,Medium,2025-03-08 11:00:22.960462,2025-03-08 11:11:22.960462,2025-03-08 13:38:22.960462,Completed,,5.0,False,157,147.0,1,9,Saturday,True,7,9
TASK_00365,Cleaning,Tech_05,Pump,Lobby,Medium,2025-02-06 11:00:22.960462,,,Scheduled,,,False,160,,2,13,Thursday,False,3,0
TASK_00366,HVAC Repair,Tech_01,AC Unit,Building B - Floor 1,Low,2025-03-05 11:00:22.960462,2025-03-05 10:51:22.960462,2025-03-05 12:14:22.960462,Completed,,3.0,False,52,83.0,5,12,Wednesday,False,9,12
TASK_00367,HVAC Repair,Tech_05,Fire Alarm,Building A - Floor 1,Low,2025-02-27 11:00:22.960462,2025-02-27 10:45:22.960462,2025-02-27 13:10:22.960462,Completed,,4.0,False,123,145.0,3,12,Thursday,False,6,11
TASK_00368,Inspection,Tech_03,Fire Alarm,Building A - Floor 1,Medium,2025-02-25 11:00:22.960462,2025-02-25 10:57:22.960462,2025-02-25 12:58:22.960462,Completed,,4.0,False,96,121.0,5,7,Tuesday,False,1,7
TASK_00369,Inspection,Tech_02,Fire Alarm,Warehouse,Low,2025-01-31 11:00:22.960462,2025-01-31 10:50:22.960462,2025-01-31 11:32:22.960462,Completed,,5.0,False,51,42.0,1,13,Friday,False,3,15
TASK_00370,Electrical,Tech_01,AC Unit,Building A - Floor 2,High,2025-02-04 11:00:22.960462,2025-02-04 11:30:22.960462,2025-02-04 12:55:22.960462,Completed,,4.0,False,80,85.0,4,15,Tuesday,False,3,0
TASK_00371,Cleaning,Tech_02,AC Unit,Building B - Floor 1,High,2025-03-19 11:00:22.960462,2025-03-19 11:03:22.960462,2025-03-19 11:56:22.960462,Completed,,4.0,False,36,53.0,7,1,Wednesday,False,6,8
TASK_00372,Inspection,Tech_01,Generator,Building B - Floor 1,Medium,2025-02-21 11:00:22.960462,2025-02-21 11:27:22.960462,,Missed,Weather Delay,,True,66,,10,5,Friday,False,6,10
TASK_00373,Plumbing,Tech_02,Fire Alarm,Building A - Floor 1,Medium,2025-02-13 11:00:22.960462,,,Scheduled,,,False,156,,6,8,Thursday,False,7,6
TASK_00374,Cleaning,Tech_01,Pump,Building A - Floor 2,Medium,2025-02-17 11:00:22.960462,,,Scheduled,,,False,124,,1,11,Monday,False,3,7
TASK_00375,Electrical,Tech_04,Light Fixture,Warehouse,Low,2025-02-17 11:00:22.960462,,,Scheduled,,,False,176,,4,5,Monday,False,10,6
TASK_00376,Cleaning,Tech_03,AC Unit,Building A - Floor 2,High,2025-02-01 11:00:22.960462,2025-02-01 11:16:22.960462,2025-02-01 13:47:22.960462,Completed,,3.0,False,136,151.0,5,3,Saturday,True,1,12
TASK_00377,HVAC Repair,Tech_05,Light Fixture,Building A - Floor 1,Medium,2025-01-27 11:00:22.960462,,,Scheduled,,,False,76,,9,6,Monday,False,8,13
TASK_00378,Plumbing,Tech_05,AC Unit,Lobby,Low,2025-02-07 11:00:22.960462,,,Scheduled,,,False,59,,9,4,Friday,False,10,6
TASK_00379,Inspection,Tech_04,Light Fixture,Building B - Floor 1,High,2025-02-28 11:00:22.960462,2025-02-28 11:25:22.960462,,Missed,Resource Unavailable,,True,158,,2,3,Friday,False,2,5
TASK_00380,Electrical,Tech_02,Fire Alarm,Building A - Floor 2,Low,2025-02-12 11:00:22.960462,,,Scheduled,,,False,174,,6,11,Wednesday,False,5,6
TASK_00381,Electrical,Tech_02,Light Fixture,Building B - Floor 1,High,2025-02-20 11:00:22.960462,2025-02-20 11:18:22.960462,2025-02-20 13:35:22.960462,Completed,,3.0,False,97,137.0,7,12,Thursday,False,5,12
TASK_00382,HVAC Repair,Tech_03,Light Fixture,Warehouse,Medium,2025-03-18 11:00:22.960462,,,Scheduled,,,False,92,,7,13,Tuesday,False,3,2
TASK_00383,Cleaning,Tech_01,Generator,Building A - Floor 2,Low,2025-03-07 11:00:22.960462,2025-03-07 11:06:22.960462,2025-03-07 12:28:22.960462,Completed,,4.0,False,73,82.0,8,14,Friday,False,3,12
TASK_00384,Cleaning,Tech_04,Light Fixture,Lobby,Medium,2025-02-27 11:00:22.960462,,,Scheduled,,,False,113,,3,4,Thursday,False,8,0
TASK_00385,Inspection,Tech_02,Fire Alarm,Building A - Floor 1,Low,2025-03-14 11:00:22.960462,2025-03-14 11:23:22.960462,2025-03-14 13:22:22.960462,Completed,,5.0,False,91,119.0,5,12,Friday,False,8,5
TASK_00386,Electrical,Tech_02,Light Fixture,Building A - Floor 1,Medium,2025-01-21 11:00:22.960462,2025-01-21 10:48:22.960462,2025-01-21 13:34:22.960462,Completed,,5.0,False,139,166.0,1,4,Tuesday,False,3,0
TASK_00387,Inspection,Tech_05,Generator,Building A - Floor 2,High,2025-01-26 11:00:22.960462,2025-01-26 11:10:22.960462,2025-01-26 12:52:22.960462,Completed,,3.0,False,63,102.0,1,9,Sunday,True,4,14
TASK_00388,HVAC Repair,Tech_02,Generator,Building B - Floor 1,Low,2025-02-01 11:00:22.960462,2025-02-01 10:45:22.960462,2025-02-01 11:57:22.960462,Completed,,5.0,False,65,72.0,10,8,Saturday,True,8,8
TASK_00389,HVAC Repair,Tech_01,AC Unit,Lobby,Low,2025-01-24 11:00:22.960462,2025-01-24 11:25:22.960462,2025-01-24 14:36:22.960462,Completed,,3.0,False,178,191.0,2,1,Friday,False,6,12
