was_missed,expected_duration,actual_duration,technician_experience,asset_age,hour_of_day,month,time_to_start,tasks_per_technician_per_day,avg_duration_per_task_type,miss_rate_per_location,task_type_enc,asset_type_enc,location_enc,assigned_to_enc,priority_enc
False,94,112.0,4,13,11,3,24.0,8,103.52264150943397,0.17870722433460076,1,3,4,2,0
False,37,70.0,6,9,11,2,-9.0,8,100.72881355932203,0.17870722433460076,2,3,4,1,1
True,180,-1.0,5,3,11,2,29.0,16,110.25152129817444,0.16977225672877846,3,2,3,4,1
False,140,179.0,3,15,11,2,-13.0,10,100.72881355932203,0.16403162055335968,2,1,0,0,0
False,175,174.0,8,11,11,1,22.0,8,103.52264150943397,0.17870722433460076,1,3,4,2,2
False,74,106.0,6,1,11,3,-5.0,6,100.72881355932203,0.16403162055335968,2,0,0,3,1
False,84,-1.0,7,10,11,2,0.0,10,103.52264150943397,0.16403162055335968,1,2,0,3,2
False,32,52.0,7,6,11,2,-15.0,12,103.75581395348837,0.16403162055335968,0,4,0,1,0
False,38,33.0,7,6,11,2,3.0,7,110.25152129817444,0.17523809523809525,3,3,2,4,0
True,72,-1.0,7,7,11,2,6.0,17,105.28260869565217,0.17523809523809525,4,1,2,0,0
False,88,83.0,6,14,11,3,14.0,6,103.52264150943397,0.16771488469601678,1,0,1,3,0
False,125,-1.0,6,8,11,2,20.0,8,103.52264150943397,0.16771488469601678,1,0,1,3,2
False,49,-1.0,1,8,11,2,0.0,16,105.28260869565217,0.16977225672877846,4,0,3,1,1
False,93,89.0,1,10,11,2,10.0,9,103.52264150943397,0.17523809523809525,1,1,2,3,0
False,65,57.0,3,15,11,3,9.0,10,100.72881355932203,0.17523809523809525,2,3,2,0,1
False,80,70.0,7,15,11,2,-1.0,9,105.28260869565217,0.16771488469601678,4,1,1,4,0
True,172,-1.0,2,10,11,2,24.0,13,103.75581395348837,0.17870722433460076,0,2,4,3,1
False,103,124.0,9,11,11,3,14.0,7,105.28260869565217,0.17870722433460076,4,0,4,4,2
False,97,-1.0,7,11,11,1,-2.0,10,103.75581395348837,0.17523809523809525,0,2,2,2,2
True,95,-1.0,4,11,11,2,1.0,7,103.75581395348837,0.17523809523809525,0,4,2,2,0
False,174,210.0,4,10,11,1,9.0,7,100.72881355932203,0.16977225672877846,2,0,3,1,1
False,157,-1.0,6,4,11,3,0.0,8,103.75581395348837,0.16977225672877846,0,4,3,0,1
True,68,-1.0,4,4,11,3,14.0,10,110.25152129817444,0.16403162055335968,3,3,0,2,0
False,45,80.0,2,9,11,3,0.0,16,110.25152129817444,0.16977225672877846,3,0,3,2,2
False,130,-1.0,1,5,11,3,0.0,6,105.28260869565217,0.16771488469601678,4,1,1,4,1
False,168,-1.0,5,13,11,3,22.0,6,103.75581395348837,0.17523809523809525,0,1,2,1,1
False,116,-1.0,4,5,11,3,0.0,11,105.28260869565217,0.17523809523809525,4,4,2,3,2
False,115,-1.0,8,7,11,3,-6.0,10,110.25152129817444,0.16403162055335968,3,3,0,1,1
False,108,101.0,7,12,11,3,1.0,11,110.25152129817444,0.16771488469601678,3,3,1,1,2
False,48,79.0,5,14,11,3,2.0,7,103.52264150943397,0.16771488469601678,1,2,1,0,0
False,36,-1.0,1,1,11,3,0.0,13,103.75581395348837,0.17870722433460076,0,1,4,3,0
False,70,74.0,2,5,11,2,22.0,3,103.75581395348837,0.17523809523809525,0,4,2,1,0
False,151,190.0,10,7,11,1,10.0,8,100.72881355932203,0.16977225672877846,2,3,3,3,0
False,106,-1.0,2,12,11,1,27.0,9,103.52264150943397,0.16977225672877846,1,3,3,2,2
False,49,54.0,3,15,11,3,27.0,7,110.25152129817444,0.16403162055335968,3,4,0,0,2
False,124,-1.0,4,9,11,2,0.0,3,103.52264150943397,0.16403162055335968,1,0,0,0,2
False,107,106.0,7,7,11,1,15.0,8,105.28260869565217,0.16403162055335968,4,0,0,3,1
False,32,61.0,2,7,11,1,-12.0,7,103.52264150943397,0.17523809523809525,1,4,2,1,1
False,33,-1.0,4,10,11,2,0.0,6,103.52264150943397,0.17870722433460076,1,2,4,1,1
True,36,-1.0,10,4,11,2,15.0,11,105.28260869565217,0.16771488469601678,4,0,1,0,2
False,156,158.0,3,8,11,2,27.0,8,103.75581395348837,0.16771488469601678,0,3,1,3,2
False,145,160.0,6,9,11,2,-9.0,8,103.75581395348837,0.16977225672877846,0,4,3,4,2
False,151,189.0,8,12,11,3,27.0,6,103.75581395348837,0.17523809523809525,0,1,2,4,0
False,146,-1.0,6,1,11,2,0.0,13,110.25152129817444,0.16977225672877846,3,4,3,3,1
True,34,-1.0,9,10,11,2,15.0,9,105.28260869565217,0.17523809523809525,4,2,2,2,0
True,93,-1.0,6,12,11,2,28.0,12,110.25152129817444,0.17870722433460076,3,1,4,2,2
False,54,93.0,6,14,11,3,7.0,5,103.52264150943397,0.16771488469601678,1,1,1,4,1
False,99,112.0,3,4,11,1,23.0,9,105.28260869565217,0.16977225672877846,4,3,3,4,0
True,45,-1.0,10,11,11,2,-14.0,13,110.25152129817444,0.17870722433460076,3,0,4,2,0
False,66,-1.0,1,12,11,3,0.0,15,105.28260869565217,0.17523809523809525,4,2,2,1,2
False,110,136.0,7,12,11,2,-9.0,9,110.25152129817444,0.17523809523809525,3,4,2,2,1
False,57,-1.0,4,11,11,2,-1.0,6,100.72881355932203,0.16977225672877846,2,3,3,1,0
False,93,-1.0,3,7,11,3,0.0,7,100.72881355932203,0.17870722433460076,2,0,4,0,2
False,94,97.0,4,1,11,1,-8.0,7,103.75581395348837,0.16403162055335968,0,1,0,1,0
False,112,-1.0,7,13,11,2,22.0,9,110.25152129817444,0.17523809523809525,3,2,2,4,0
False,172,-1.0,9,5,11,3,0.0,14,110.25152129817444,0.16977225672877846,3,0,3,2,1
False,107,-1.0,5,12,11,2,0.0,16,110.25152129817444,0.16771488469601678,3,2,1,4,0
False,108,140.0,1,14,11,3,-4.0,7,100.72881355932203,0.16977225672877846,2,3,3,4,1
False,96,89.0,4,13,11,2,3.0,13,103.75581395348837,0.16977225672877846,0,0,3,3,0
False,49,51.0,5,9,11,2,4.0,10,100.72881355932203,0.16977225672877846,2,0,3,0,1
True,33,-1.0,3,9,11,1,13.0,9,105.28260869565217,0.16403162055335968,4,4,0,0,1
False,49,88.0,3,6,11,1,0.0,12,103.75581395348837,0.17523809523809525,0,1,2,3,1
True,158,-1.0,10,14,11,1,15.0,9,100.72881355932203,0.17870722433460076,2,4,4,0,1
False,115,124.0,3,7,11,2,6.0,8,105.28260869565217,0.16771488469601678,4,0,1,3,2
False,165,-1.0,9,11,11,1,18.0,10,105.28260869565217,0.17870722433460076,4,0,4,0,0
True,52,-1.0,1,13,11,1,-6.0,9,103.52264150943397,0.16771488469601678,1,1,1,3,1
False,129,-1.0,4,13,11,2,0.0,11,100.72881355932203,0.16771488469601678,2,1,1,1,0
False,91,-1.0,4,3,11,3,0.0,8,100.72881355932203,0.17523809523809525,2,0,2,0,1
False,167,203.0,9,11,11,3,13.0,13,103.75581395348837,0.16977225672877846,0,0,3,3,0
False,156,196.0,3,2,11,2,-5.0,9,103.75581395348837,0.16977225672877846,0,3,3,2,2
False,117,152.0,9,2,11,3,21.0,13,103.52264150943397,0.16403162055335968,1,0,0,3,2
False,59,90.0,8,8,11,1,23.0,9,103.75581395348837,0.17870722433460076,0,3,4,3,1
False,142,-1.0,9,2,11,3,0.0,5,103.52264150943397,0.17870722433460076,1,2,4,0,1
False,44,-1.0,6,10,11,2,7.0,8,100.72881355932203,0.16977225672877846,2,1,3,4,2
False,156,-1.0,3,2,11,1,0.0,11,110.25152129817444,0.16977225672877846,3,2,3,3,1
False,97,97.0,6,5,11,2,5.0,8,103.75581395348837,0.16403162055335968,0,3,0,3,1
False,95,103.0,6,6,11,3,-4.0,8,100.72881355932203,0.17870722433460076,2,1,4,4,2
False,138,140.0,9,10,11,3,-11.0,11,105.28260869565217,0.16977225672877846,4,1,3,2,2
False,180,184.0,2,14,11,3,19.0,17,100.72881355932203,0.17523809523809525,2,0,2,3,0
False,60,72.0,8,6,11,1,-15.0,7,103.75581395348837,0.16403162055335968,0,3,0,0,1
True,119,-1.0,6,7,11,1,29.0,11,105.28260869565217,0.17870722433460076,4,3,4,1,0
False,94,-1.0,8,6,11,3,0.0,7,103.75581395348837,0.16771488469601678,0,0,1,3,1
False,139,-1.0,4,4,11,1,7.0,12,103.52264150943397,0.16771488469601678,1,2,1,2,0
False,118,113.0,2,11,11,2,5.0,13,100.72881355932203,0.17870722433460076,2,0,4,3,2
False,164,-1.0,9,4,11,1,0.0,11,105.28260869565217,0.16771488469601678,4,0,1,4,0
False,137,-1.0,4,8,11,2,0.0,11,103.75581395348837,0.16977225672877846,0,2,3,3,0
False,168,163.0,2,5,11,2,14.0,12,110.25152129817444,0.17523809523809525,3,2,2,3,0
False,159,155.0,6,3,11,1,-5.0,15,110.25152129817444,0.17523809523809525,3,0,2,2,1
False,105,118.0,7,5,11,2,-14.0,5,105.28260869565217,0.16977225672877846,4,1,3,0,2
False,170,-1.0,5,6,11,1,-9.0,9,100.72881355932203,0.17523809523809525,2,1,2,3,0
False,74,103.0,3,14,11,3,-15.0,8,100.72881355932203,0.16403162055335968,2,3,0,3,1
False,161,186.0,1,8,11,2,-11.0,16,103.52264150943397,0.17523809523809525,1,3,2,4,1
False,120,-1.0,10,9,11,1,-2.0,15,100.72881355932203,0.17870722433460076,2,4,4,2,1
False,104,143.0,10,6,11,2,-15.0,8,103.52264150943397,0.16977225672877846,1,1,3,0,2
False,98,-1.0,7,15,11,3,23.0,11,110.25152129817444,0.16771488469601678,3,4,1,0,0
False,116,114.0,8,15,11,2,12.0,7,110.25152129817444,0.17523809523809525,3,2,2,2,1
True,36,-1.0,10,6,11,2,9.0,6,103.75581395348837,0.16403162055335968,0,4,0,0,2
True,179,-1.0,1,9,11,2,1.0,7,103.52264150943397,0.17870722433460076,1,3,4,2,1
True,175,-1.0,6,4,11,3,-12.0,6,105.28260869565217,0.16771488469601678,4,3,1,0,2
False,117,149.0,9,3,11,3,24.0,10,103.75581395348837,0.17523809523809525,0,4,2,4,0
False,122,122.0,1,11,11,1,24.0,11,105.28260869565217,0.16403162055335968,4,0,0,3,2
False,72,84.0,10,12,11,2,-15.0,16,110.25152129817444,0.17523809523809525,3,2,2,1,2
False,119,-1.0,2,15,11,2,0.0,8,103.75581395348837,0.16403162055335968,0,3,0,2,1
False,136,150.0,4,11,11,2,24.0,8,110.25152129817444,0.17870722433460076,3,3,4,2,2
False,150,-1.0,9,12,11,3,0.0,7,105.28260869565217,0.16977225672877846,4,2,3,2,0
True,40,-1.0,2,11,11,2,-1.0,5,100.72881355932203,0.17870722433460076,2,4,4,4,0
False,134,-1.0,10,2,11,3,5.0,15,105.28260869565217,0.16977225672877846,4,3,3,1,1
False,115,116.0,8,10,11,3,14.0,8,110.25152129817444,0.16771488469601678,3,4,1,0,1
True,143,-1.0,1,15,11,2,18.0,10,103.52264150943397,0.16977225672877846,1,1,3,3,2
False,123,-1.0,5,13,11,1,1.0,8,103.75581395348837,0.16771488469601678,0,0,1,4,0
False,30,37.0,1,14,11,3,25.0,6,100.72881355932203,0.17523809523809525,2,3,2,3,0
False,60,-1.0,3,15,11,2,0.0,9,103.52264150943397,0.16403162055335968,1,1,0,3,2
False,123,126.0,3,10,11,2,4.0,13,105.28260869565217,0.17870722433460076,4,4,4,1,2
True,79,-1.0,1,14,11,2,3.0,5,100.72881355932203,0.16977225672877846,2,1,3,4,0
False,172,209.0,6,8,11,3,16.0,7,103.52264150943397,0.17523809523809525,1,1,2,0,1
False,155,175.0,7,7,11,1,12.0,6,103.52264150943397,0.16771488469601678,1,1,1,4,1
False,153,179.0,2,5,11,3,23.0,7,105.28260869565217,0.17870722433460076,4,4,4,0,0
False,107,138.0,6,7,11,3,4.0,15,103.75581395348837,0.16403162055335968,0,4,0,1,2
False,61,59.0,7,15,11,1,3.0,9,103.52264150943397,0.16403162055335968,1,3,0,4,2
False,141,171.0,2,7,11,2,26.0,7,110.25152129817444,0.17870722433460076,3,1,4,0,2
False,91,-1.0,8,6,11,1,0.0,6,110.25152129817444,0.16977225672877846,3,0,3,4,1
True,166,-1.0,9,15,11,2,-15.0,9,100.72881355932203,0.17523809523809525,2,4,2,1,2
False,138,147.0,9,9,11,2,5.0,5,105.28260869565217,0.16977225672877846,4,2,3,3,1
False,85,84.0,8,4,11,3,13.0,12,100.72881355932203,0.16771488469601678,2,4,1,1,0
False,145,-1.0,9,3,11,3,-11.0,4,105.28260869565217,0.16977225672877846,4,2,3,0,2
True,104,-1.0,4,7,11,2,-5.0,8,110.25152129817444,0.17523809523809525,3,2,2,2,2
False,39,-1.0,9,11,11,2,0.0,7,100.72881355932203,0.17870722433460076,2,1,4,3,2
False,31,-1.0,3,8,11,1,0.0,7,105.28260869565217,0.16977225672877846,4,4,3,1,2
False,82,122.0,3,2,11,3,26.0,8,105.28260869565217,0.17523809523809525,4,0,2,4,1
True,96,-1.0,5,8,11,2,11.0,6,105.28260869565217,0.16977225672877846,4,2,3,3,0
False,180,211.0,7,6,11,1,9.0,14,103.75581395348837,0.16977225672877846,0,0,3,0,2
False,61,-1.0,8,12,11,3,23.0,9,103.75581395348837,0.16403162055335968,0,4,0,4,0
False,75,-1.0,1,15,11,2,0.0,10,103.75581395348837,0.17523809523809525,0,3,2,0,1
False,61,51.0,5,13,11,2,3.0,11,105.28260869565217,0.16771488469601678,4,3,1,3,1
False,176,208.0,7,8,11,2,29.0,10,103.75581395348837,0.16977225672877846,0,4,3,2,1
False,117,126.0,10,11,11,1,27.0,12,100.72881355932203,0.17523809523809525,2,1,2,0,0
False,73,87.0,10,8,11,1,-8.0,12,100.72881355932203,0.16771488469601678,2,2,1,2,1
True,34,-1.0,3,4,11,3,9.0,7,110.25152129817444,0.16403162055335968,3,3,0,4,2
False,57,-1.0,4,2,11,3,0.0,16,110.25152129817444,0.16771488469601678,3,3,1,0,2
False,85,77.0,4,4,11,2,17.0,12,103.52264150943397,0.16403162055335968,1,1,0,3,2
True,166,-1.0,4,4,11,1,8.0,8,110.25152129817444,0.16771488469601678,3,3,1,3,1
False,42,-1.0,5,7,11,2,0.0,12,103.75581395348837,0.16771488469601678,0,4,1,1,0
False,103,100.0,10,4,11,2,7.0,11,110.25152129817444,0.16977225672877846,3,4,3,2,0
False,142,161.0,6,11,11,2,0.0,13,103.75581395348837,0.16403162055335968,0,0,0,2,1
False,43,-1.0,9,13,11,2,0.0,11,110.25152129817444,0.16771488469601678,3,0,1,3,0
False,179,-1.0,3,10,11,1,0.0,9,110.25152129817444,0.17870722433460076,3,1,4,4,2
False,84,124.0,9,12,11,1,-2.0,12,103.75581395348837,0.17523809523809525,0,2,2,4,0
False,125,126.0,6,12,11,3,27.0,9,100.72881355932203,0.17870722433460076,2,4,4,4,2
False,135,173.0,4,15,11,1,5.0,10,110.25152129817444,0.16403162055335968,3,0,0,1,2
True,110,-1.0,2,15,11,1,4.0,10,100.72881355932203,0.16771488469601678,2,3,1,2,2
False,72,79.0,2,13,11,2,4.0,11,105.28260869565217,0.17523809523809525,4,0,2,3,0
False,171,175.0,9,1,11,2,2.0,9,110.25152129817444,0.16403162055335968,3,2,0,3,1
False,174,179.0,6,15,11,2,8.0,6,105.28260869565217,0.16771488469601678,4,0,1,2,2
False,145,173.0,10,6,11,2,29.0,11,103.52264150943397,0.16771488469601678,1,2,1,1,1
False,158,154.0,4,7,11,2,29.0,8,103.75581395348837,0.16771488469601678,0,4,1,0,0
False,54,54.0,6,7,11,2,23.0,8,103.75581395348837,0.17870722433460076,0,2,4,4,1
False,42,63.0,1,10,11,3,-13.0,14,103.52264150943397,0.17870722433460076,1,2,4,2,0
True,44,-1.0,5,7,11,2,-8.0,13,103.52264150943397,0.16977225672877846,1,1,3,2,2
False,113,-1.0,3,9,11,2,-6.0,11,100.72881355932203,0.17870722433460076,2,0,4,2,0
False,30,29.0,2,2,11,2,-1.0,5,100.72881355932203,0.17870722433460076,2,1,4,0,1
False,139,159.0,7,3,11,2,-15.0,7,103.75581395348837,0.16977225672877846,0,3,3,4,0
False,45,84.0,3,6,11,2,22.0,5,103.52264150943397,0.16403162055335968,1,0,0,1,2
False,86,118.0,9,5,11,3,-9.0,13,100.72881355932203,0.17870722433460076,2,1,4,3,0
False,86,83.0,4,2,11,3,20.0,10,103.75581395348837,0.17523809523809525,0,2,2,0,0
False,69,-1.0,2,5,11,2,0.0,9,103.52264150943397,0.17523809523809525,1,2,2,0,2
False,46,-1.0,8,12,11,1,0.0,8,110.25152129817444,0.17523809523809525,3,3,2,2,2
True,134,-1.0,2,7,11,2,17.0,6,103.52264150943397,0.16403162055335968,1,1,0,3,0
False,48,45.0,9,5,11,2,24.0,7,105.28260869565217,0.17870722433460076,4,1,4,0,1
False,32,-1.0,6,13,11,2,0.0,9,110.25152129817444,0.17870722433460076,3,4,4,4,0
True,64,-1.0,3,7,11,3,11.0,6,105.28260869565217,0.16977225672877846,4,4,3,1,2
False,147,178.0,1,1,11,3,6.0,13,105.28260869565217,0.16403162055335968,4,4,0,3,1
False,109,-1.0,3,5,11,3,0.0,10,103.52264150943397,0.16977225672877846,1,0,3,1,1
False,138,169.0,7,10,11,3,9.0,7,100.72881355932203,0.16403162055335968,2,3,0,0,1
False,173,-1.0,10,7,11,1,-15.0,9,110.25152129817444,0.16403162055335968,3,0,0,4,0
False,63,-1.0,1,12,11,3,0.0,5,103.75581395348837,0.17523809523809525,0,2,2,2,2
False,102,103.0,5,4,11,3,27.0,8,110.25152129817444,0.16977225672877846,3,4,3,3,2
False,69,86.0,10,11,11,2,0.0,8,100.72881355932203,0.16771488469601678,2,0,1,2,1
False,98,93.0,3,9,11,2,-12.0,9,103.52264150943397,0.16771488469601678,1,2,1,0,0
False,119,150.0,9,12,11,3,30.0,7,103.52264150943397,0.17523809523809525,1,1,2,1,1
False,160,-1.0,5,13,11,2,-14.0,8,103.75581395348837,0.17870722433460076,0,4,4,2,1
False,35,51.0,1,2,11,1,14.0,8,100.72881355932203,0.17523809523809525,2,0,2,3,0
True,93,-1.0,10,6,11,2,6.0,8,103.52264150943397,0.17870722433460076,1,0,4,1,1
False,171,189.0,5,9,11,3,15.0,6,103.52264150943397,0.16977225672877846,1,2,3,0,0
False,148,186.0,7,8,11,3,22.0,6,105.28260869565217,0.17523809523809525,4,1,2,0,2
True,136,-1.0,3,12,11,3,1.0,8,105.28260869565217,0.16977225672877846,4,0,3,4,0
False,149,146.0,7,15,11,2,-2.0,17,105.28260869565217,0.17523809523809525,4,2,2,0,1
False,165,205.0,5,2,11,3,-8.0,8,105.28260869565217,0.16403162055335968,4,1,0,2,0
True,149,-1.0,8,7,11,2,27.0,12,103.75581395348837,0.16771488469601678,0,1,1,2,0
False,35,39.0,7,3,11,3,23.0,10,103.75581395348837,0.16771488469601678,0,0,1,1,1
True,157,-1.0,3,13,11,3,8.0,8,110.25152129817444,0.16977225672877846,3,1,3,4,0
False,168,198.0,4,15,11,2,16.0,11,105.28260869565217,0.17870722433460076,4,3,4,2,2
False,136,-1.0,10,10,11,2,12.0,7,105.28260869565217,0.16403162055335968,4,2,0,1,2
False,93,-1.0,1,10,11,3,3.0,8,105.28260869565217,0.16771488469601678,4,1,1,0,1
False,76,80.0,7,1,11,2,-14.0,12,103.52264150943397,0.17523809523809525,1,0,2,0,2
False,137,-1.0,8,12,11,3,-9.0,6,100.72881355932203,0.17870722433460076,2,0,4,2,1
False,148,187.0,1,13,11,3,-4.0,8,105.28260869565217,0.16403162055335968,4,3,0,4,0
False,174,-1.0,6,15,11,3,0.0,10,103.52264150943397,0.17523809523809525,1,0,2,1,1
False,147,183.0,6,11,11,2,8.0,7,100.72881355932203,0.17523809523809525,2,4,2,3,0
False,45,-1.0,8,11,11,2,-4.0,5,103.52264150943397,0.16977225672877846,1,1,3,3,1
False,85,102.0,7,7,11,2,12.0,7,100.72881355932203,0.16403162055335968,2,1,0,4,1
False,177,195.0,8,6,11,3,12.0,8,110.25152129817444,0.16977225672877846,3,3,3,0,0
False,111,145.0,6,3,11,3,6.0,7,100.72881355932203,0.17523809523809525,2,2,2,1,0
False,118,146.0,10,12,11,2,27.0,11,105.28260869565217,0.16403162055335968,4,4,0,2,2
False,87,89.0,9,15,11,2,17.0,8,105.28260869565217,0.16403162055335968,4,3,0,3,0
False,87,113.0,3,14,11,3,-5.0,8,105.28260869565217,0.16403162055335968,4,0,0,1,2
True,176,-1.0,9,11,11,3,-9.0,7,103.75581395348837,0.16977225672877846,0,3,3,3,0
False,39,-1.0,10,15,11,2,-2.0,10,105.28260869565217,0.16977225672877846,4,2,3,1,1
False,69,102.0,10,3,11,3,17.0,11,105.28260869565217,0.16403162055335968,4,4,0,1,2
False,147,171.0,8,12,11,3,0.0,12,110.25152129817444,0.16977225672877846,3,2,3,1,0
False,151,-1.0,2,15,11,2,10.0,8,100.72881355932203,0.17523809523809525,2,0,2,3,2
False,119,-1.0,3,1,11,3,-3.0,3,100.72881355932203,0.17870722433460076,2,1,4,0,1
False,65,-1.0,5,11,11,2,1.0,10,100.72881355932203,0.17523809523809525,2,1,2,3,1
False,62,65.0,8,14,11,3,13.0,8,103.75581395348837,0.17523809523809525,0,3,2,3,0
False,57,88.0,3,6,11,3,23.0,16,105.28260869565217,0.16403162055335968,4,0,0,2,2
False,66,86.0,9,15,11,3,-13.0,13,103.75581395348837,0.17523809523809525,0,4,2,0,1
False,128,143.0,5,12,11,3,-11.0,9,110.25152129817444,0.17523809523809525,3,2,2,3,2
False,87,81.0,6,2,11,2,7.0,7,105.28260869565217,0.17870722433460076,4,1,4,2,1
False,53,72.0,3,9,11,1,-2.0,11,110.25152129817444,0.16977225672877846,3,0,3,4,0
False,65,104.0,9,4,11,2,23.0,8,103.75581395348837,0.16771488469601678,0,1,1,2,0
False,87,103.0,5,5,11,2,15.0,10,103.75581395348837,0.16403162055335968,0,1,0,0,2
False,95,120.0,10,10,11,2,-4.0,9,110.25152129817444,0.17523809523809525,3,1,2,1,2
False,168,177.0,5,7,11,1,-14.0,12,100.72881355932203,0.17870722433460076,2,4,4,4,1
False,55,47.0,4,10,11,2,10.0,8,103.52264150943397,0.16977225672877846,1,0,3,1,0
False,45,35.0,6,5,11,1,-11.0,12,103.52264150943397,0.16403162055335968,1,4,0,0,0
False,167,-1.0,6,6,11,3,0.0,8,100.72881355932203,0.17523809523809525,2,3,2,4,1
False,61,58.0,1,11,11,3,25.0,13,105.28260869565217,0.16977225672877846,4,0,3,3,2
False,118,-1.0,1,9,11,3,24.0,11,103.75581395348837,0.17870722433460076,0,3,4,2,0
False,104,-1.0,1,15,11,2,-13.0,8,105.28260869565217,0.16977225672877846,4,1,3,3,0
False,58,72.0,10,11,11,2,22.0,8,103.52264150943397,0.17523809523809525,1,2,2,4,1
False,155,-1.0,2,4,11,2,0.0,10,110.25152129817444,0.17870722433460076,3,0,4,2,1
False,92,98.0,7,11,11,3,7.0,5,100.72881355932203,0.17523809523809525,2,0,2,2,2
False,92,88.0,5,6,11,1,24.0,6,103.52264150943397,0.16771488469601678,1,0,1,1,2
True,93,-1.0,5,2,11,1,-10.0,8,100.72881355932203,0.16403162055335968,2,2,0,3,0
False,131,161.0,3,10,11,3,30.0,7,103.75581395348837,0.16403162055335968,0,2,0,1,1
False,110,128.0,3,6,11,3,15.0,10,103.52264150943397,0.16977225672877846,1,2,3,1,1
False,60,-1.0,4,9,11,2,0.0,8,103.75581395348837,0.16771488469601678,0,4,1,1,2
False,135,127.0,7,2,11,3,-5.0,11,100.72881355932203,0.17523809523809525,2,4,2,1,0
True,78,-1.0,7,12,11,1,29.0,7,110.25152129817444,0.16977225672877846,3,4,3,0,1
False,69,61.0,3,3,11,3,22.0,9,110.25152129817444,0.16771488469601678,3,4,1,1,2
False,91,113.0,9,14,11,2,21.0,6,103.52264150943397,0.17523809523809525,1,4,2,2,2
False,81,103.0,9,11,11,2,-10.0,6,103.75581395348837,0.16771488469601678,0,3,1,1,2
False,92,132.0,10,7,11,2,11.0,12,110.25152129817444,0.17870722433460076,3,1,4,3,0
True,173,-1.0,7,13,11,1,-10.0,12,110.25152129817444,0.17523809523809525,3,4,2,2,2
False,132,150.0,3,9,11,1,20.0,12,110.25152129817444,0.16977225672877846,3,0,3,3,1
True,154,-1.0,5,1,11,3,7.0,7,103.52264150943397,0.16403162055335968,1,4,0,0,0
False,160,173.0,9,1,11,2,7.0,8,110.25152129817444,0.17870722433460076,3,3,4,4,0
False,149,165.0,9,8,11,1,6.0,9,103.52264150943397,0.16771488469601678,1,2,1,3,0
False,147,150.0,7,5,11,3,-10.0,4,110.25152129817444,0.16771488469601678,3,4,1,4,0
False,36,74.0,8,14,11,3,13.0,8,103.52264150943397,0.16403162055335968,1,2,0,4,1
False,117,-1.0,9,2,11,2,0.0,9,105.28260869565217,0.17523809523809525,4,3,2,3,0
False,110,138.0,9,15,11,1,24.0,7,103.75581395348837,0.16771488469601678,0,0,1,1,0
False,55,72.0,9,3,11,2,28.0,3,103.75581395348837,0.16403162055335968,0,0,0,2,2
False,64,-1.0,5,7,11,2,0.0,8,103.52264150943397,0.17870722433460076,1,0,4,2,1
False,142,182.0,1,7,11,2,18.0,5,103.75581395348837,0.16977225672877846,0,3,3,1,2
False,153,-1.0,9,7,11,1,3.0,6,100.72881355932203,0.17870722433460076,2,0,4,1,0
False,124,-1.0,3,10,11,2,0.0,11,105.28260869565217,0.17870722433460076,4,3,4,4,0
False,112,117.0,7,1,11,1,30.0,9,103.52264150943397,0.16403162055335968,1,1,0,2,2
False,109,112.0,3,14,11,2,-3.0,9,110.25152129817444,0.16403162055335968,3,3,0,3,1
False,156,152.0,2,13,11,3,10.0,10,103.52264150943397,0.16771488469601678,1,1,1,4,0
False,146,164.0,7,13,11,2,7.0,4,103.75581395348837,0.17870722433460076,0,1,4,1,0
False,52,68.0,3,9,11,1,-4.0,5,103.75581395348837,0.16403162055335968,0,2,0,3,1
False,108,-1.0,5,3,11,3,0.0,10,105.28260869565217,0.16403162055335968,4,2,0,2,1
False,61,80.0,8,7,11,2,-2.0,8,100.72881355932203,0.17870722433460076,2,0,4,0,2
False,116,136.0,9,4,11,1,-9.0,7,100.72881355932203,0.16771488469601678,2,1,1,2,0
False,87,111.0,2,5,11,2,13.0,3,103.52264150943397,0.16977225672877846,1,2,3,4,0
False,108,-1.0,2,8,11,2,13.0,7,103.75581395348837,0.17523809523809525,0,0,2,0,1
False,35,38.0,7,1,11,3,-10.0,14,110.25152129817444,0.16403162055335968,3,4,0,2,1
False,72,86.0,7,13,11,1,13.0,14,105.28260869565217,0.17523809523809525,4,1,2,0,2
False,55,66.0,5,13,11,3,-7.0,11,103.52264150943397,0.16403162055335968,1,0,0,1,2
False,154,-1.0,4,12,11,1,29.0,11,105.28260869565217,0.16977225672877846,4,0,3,4,0
False,66,100.0,2,9,11,1,2.0,8,110.25152129817444,0.17523809523809525,3,3,2,2,2
False,61,52.0,4,2,11,3,-8.0,8,110.25152129817444,0.16977225672877846,3,1,3,0,2
False,40,73.0,5,9,11,3,25.0,11,103.52264150943397,0.16403162055335968,1,1,0,1,1
False,142,-1.0,3,15,11,2,-15.0,13,110.25152129817444,0.16977225672877846,3,2,3,1,1
True,146,-1.0,2,5,11,3,-2.0,7,103.75581395348837,0.17870722433460076,0,1,4,0,1
False,33,70.0,3,4,11,2,23.0,8,103.75581395348837,0.16977225672877846,0,2,3,3,0
True,172,-1.0,8,1,11,3,25.0,16,110.25152129817444,0.16403162055335968,3,4,0,2,1
True,141,-1.0,1,4,11,3,-10.0,6,103.75581395348837,0.17523809523809525,0,1,2,4,2
True,152,-1.0,2,11,11,2,-3.0,8,100.72881355932203,0.17870722433460076,2,3,4,3,1
